"EWT (seconds)","Stops","Frequency"
310.1689345952521,"First",1
1145.2286496431454,"First",1
324.68358090445787,"First",1
338.67796285006335,"First",0
349.0941068723913,"First",1
387.14237954326876,"First",0
662.2272746678876,"First",0
326.25896508541865,"First",1
344.3101239580009,"First",1
366.8794404461917,"First",0
394.7319452952147,"First",0
366.2634676613857,"First",0
356.2597082221114,"First",1
366.8359444162349,"First",1
358.1508754896836,"First",1
358.4621134900801,"First",0
427.93135960802897,"First",0
390.97138188152616,"First",0
318.77276225291666,"First",1
366.32541468678323,"First",1
408.5286130605927,"First",0
470.1457086233913,"First",1
584.9079074623696,"First",0
730.8679134018518,"First",0
617.1707614793931,"First",0
662.7381904040654,"First",0
695.2599732225398,"First",0
590.8937481132161,"First",0
791.0090586978571,"First",0
570.0310997926371,"First",0
597.4870741167416,"First",0
804.5257886466617,"First",0
562.3265674360653,"First",0
531.9691336284563,"First",0
494.69935035823187,"First",0
538.0814690182175,"First",0
523.9597358747392,"First",0
560.5618103467224,"First",0
687.0324201974507,"First",0
624.1787721312743,"First",0
546.6094168624111,"First",0
668.3164713935631,"First",0
717.1340352317453,"First",0
626.9236613747838,"First",0
634.2738025111914,"First",0
800.5613056642868,"First",0
653.0723662482675,"First",0
618.8577601507178,"First",0
541.4764019456475,"First",0
680.2723439392097,"First",0
663.3365514906069,"First",0
662.1395415538371,"First",0
1055.646689756756,"First",0
688.4182554932038,"First",0
718.9703685132312,"First",0
870.8046176202807,"First",0
784.9292961268274,"First",0
654.6391367303995,"First",0
536.0083666248397,"First",0
557.3996818049006,"First",0
556.9453145181321,"First",0
529.6064255078481,"First",0
701.4790744714601,"First",0
727.625219790635,"First",0
571.3709708070628,"First",0
760.683535181655,"First",0
719.0891191509653,"First",0
636.9898555799177,"First",0
822.3509778108023,"First",0
702.0696950503108,"First",0
781.0252662115414,"First",0
586.9335427876774,"First",0
652.239200226411,"First",0
600.9917551719608,"First",0
575.1494591350439,"First",0
2427.00507294709,"First",0
791.9702735852558,"First",0
581.2051507008598,"First",0
780.409544356396,"First",0
733.1582307900923,"First",0
847.2822784216904,"First",0
682.5447660403726,"First",0
626.8838036210874,"First",0
636.0404993717771,"First",0
742.7680225037775,"First",0
586.4906586122643,"First",0
694.0763055818666,"First",0
587.9850824514021,"First",0
680.2905991848005,"First",0
562.982590627395,"First",0
561.0868932785598,"First",0
466.0629718452674,"First",0
484.14900894247904,"First",0
630.5667581021557,"First",0
745.7123154712506,"First",0
847.2902000071706,"First",0
728.7661860061061,"First",0
959.9780521580054,"First",0
722.7383254244604,"First",0
739.4232944840704,"First",0
755.3320108824588,"First",0
821.5964501432068,"First",0
812.3303261510189,"First",0
793.9256182470102,"First",0
840.4927556453309,"First",0
736.1044325689543,"First",0
850.1156257764563,"First",0
838.9465942723336,"First",0
773.6997548689328,"First",0
782.9954376963658,"First",0
839.7457127503279,"First",0
850.8758530739253,"First",0
927.7142085103633,"First",0
700.2833830843007,"First",0
817.4172078164207,"First",0
666.2266594434752,"First",0
777.7010854504266,"First",0
647.8717798645002,"First",0
756.6319556480463,"First",0
892.0979448039412,"First",0
664.5963014914348,"First",0
619.9800174656493,"First",0
732.7602723064041,"First",0
966.3288786988754,"First",0
666.6435555627504,"First",0
1708.177014907515,"First",0
967.8168006565879,"First",0
614.1310103253899,"First",0
917.0677771961957,"First",0
725.680660452395,"First",0
837.8976603829584,"First",0
814.4677855076553,"First",0
816.8616279182205,"First",0
825.7358062456941,"First",0
914.8552954774193,"First",0
639.3797025734435,"First",0
722.3602163837472,"First",0
757.6652716948242,"First",0
836.9391645676477,"First",0
782.3434248232389,"First",0
654.8362480055506,"First",0
765.3458023406522,"First",0
561.4286352427997,"First",0
874.8695704763749,"First",0
558.4587669539756,"First",0
682.5374747612543,"First",0
676.4213428789183,"First",0
796.1772868766761,"First",0
720.6421380379448,"First",0
599.5456502032881,"First",0
720.331749344263,"First",0
679.0659388556522,"First",0
682.4639977277249,"First",0
672.3084636954578,"First",0
676.4437425669468,"First",0
583.5378982389517,"First",0
688.5565931000677,"First",0
969.4878204091003,"First",0
744.9463494565497,"First",0
663.1147583897255,"First",0
662.385508855087,"First",0
561.6079968264565,"First",0
782.5002938478575,"First",0
593.8439387593793,"First",0
774.1070809289803,"First",0
535.0509371070253,"First",0
578.0023558680742,"First",0
572.4526522854137,"First",0
602.3847296522756,"First",0
607.3842487912357,"First",1
551.240868778635,"First",0
612.6354658590308,"First",0
516.7454666450757,"First",0
599.249790519505,"First",0
639.7602057995991,"First",0
532.7112023754189,"First",0
550.0286635402881,"First",0
726.5562129722775,"First",0
646.7636825041263,"First",0
644.4674926080443,"First",0
636.3309881499017,"First",0
629.1489876991639,"First",0
627.9966477945044,"First",0
591.5504101783041,"First",0
563.5378074945057,"First",0
931.2420196007686,"First",0
587.9370687913807,"First",0
547.8600077052346,"First",0
564.0889734727629,"First",0
554.7332612889809,"First",0
428.0296122780142,"First",1
537.3774431786743,"First",0
523.4738814733953,"First",0
551.4014569416793,"First",0
542.963355777752,"First",0
475.43620892338976,"First",0
538.5793775704392,"First",0
492.2451219971828,"First",0
506.3381273300048,"First",0
638.4377282956367,"First",0
626.6643936533915,"First",0
457.37242404438143,"First",0
564.9689992036086,"First",0
467.2540803769062,"First",0
601.6884744661081,"First",0
558.1193199035462,"First",0
544.6394121965229,"First",0
432.8663142976889,"First",0
579.1663706088258,"First",0
610.0368633438966,"First",0
591.8345652060683,"First",0
505.3455632133407,"First",0
495.76854277961434,"First",0
464.4090678472834,"First",0
511.962976193445,"First",0
679.0444383499542,"First",0
528.2033206591668,"First",0
489.1385595634514,"First",0
543.7411491992773,"First",0
552.2640519601333,"First",0
528.6970347226867,"First",0
601.2009986890938,"First",0
521.0214947299752,"First",0
410.9172812953028,"First",0
541.415473961806,"First",0
659.813001795896,"First",0
533.3498544608381,"First",0
536.2188913932673,"First",0
594.5937257904775,"First",0
656.7955653876772,"First",0
528.8850992165661,"First",0
501.21764313066865,"First",0
688.0121695956677,"First",0
630.9744725667507,"First",0
521.6120833428112,"First",0
565.3159690983416,"First",0
563.7468059359178,"First",0
541.3675981919438,"First",0
573.3370593777441,"First",0
614.0243567814339,"First",0
770.8934968124967,"First",0
528.9422313008367,"First",0
758.9937711190967,"First",0
577.0192818853183,"First",0
590.1165445456178,"First",0
621.5503349366635,"First",0
525.3682552426494,"First",0
581.0618429400961,"First",0
559.5785975262555,"First",0
508.7500082970098,"First",0
639.2852798302719,"First",0
509.7069769714197,"First",0
538.5077288106995,"First",0
472.04355678514986,"First",0
581.3414428679314,"First",0
670.3040819239037,"First",0
520.2485873126986,"First",0
564.7783965463268,"First",0
589.745686140257,"First",0
549.1518813425312,"First",0
619.5286063571695,"First",0
669.9223947876337,"First",0
561.7993814569163,"First",0
552.5437172537676,"First",0
604.6077721537116,"First",0
579.1598131125535,"First",0
655.2199098849957,"First",0
621.280793192701,"First",0
458.5975738722345,"First",0
680.9930349894887,"First",0
497.19827516862364,"First",0
472.1170294757173,"First",0
516.4549188064306,"First",0
514.1579504073469,"First",0
515.3527986328625,"First",0
519.6065341679554,"First",0
477.8581566964129,"First",0
644.2540457091802,"First",0
443.3840117478752,"First",0
526.4525660162416,"First",0
603.3687124503513,"First",0
437.16836818578736,"First",1
399.77003273131174,"First",1
394.92164863663396,"First",1
411.42474475881164,"First",1
458.5843887172105,"First",1
423.52350793371176,"First",1
431.65930145629534,"First",1
365.66909916276984,"First",1
331.8603004572115,"First",1
391.44822602305396,"First",1
492.6937989750386,"First",1
369.11560504551284,"First",1
366.2066413955291,"First",1
398.8347992223037,"First",1
368.4891763390377,"First",1
377.62996436784005,"First",1
393.2083273624021,"First",1
365.67583703793264,"First",1
379.92889996631067,"First",1
415.30428687746735,"First",1
380.059814973617,"First",1
382.17336766581633,"First",1
344.3485309872329,"First",1
393.1801821851232,"First",1
379.5588607971948,"First",1
380.25684995496925,"First",1
427.59226387814965,"First",1
384.7271877654564,"First",1
394.54305067830046,"First",1
380.567904172526,"First",1
397.3953176042391,"First",1
313.4123423575667,"First",1
418.6778366319142,"First",1
385.5569075152284,"First",1
372.5734885884552,"First",1
418.6966727038879,"First",1
352.7344829806348,"First",1
378.2724362921391,"First",1
390.31123883665964,"First",1
432.6679811498976,"First",1
403.799193644322,"First",1
372.05748621354513,"First",1
421.615659499049,"First",1
394.32954431287425,"First",1
376.3684461748829,"First",1
344.32052080795745,"First",1
398.5578188872737,"First",1
366.47133408839136,"First",1
385.0361054971189,"First",1
381.7984000585685,"First",1
379.14784955948363,"First",1
412.8349316803379,"First",0
392.9700646715924,"First",0
504.8370414845043,"First",0
485.3255135928509,"First",0
468.63692931272186,"First",0
589.1167037870132,"First",0
380.7317107441429,"First",0
395.40722862802085,"First",0
490.0023495887583,"First",0
422.2553134665381,"First",0
455.3774266831168,"First",1
481.3061191657196,"First",0
473.8595155360885,"First",0
445.30835113169655,"First",0
481.9935560567541,"First",0
492.0124830129313,"First",0
389.30387321198526,"First",0
377.76300373761484,"First",1
512.2382286874848,"First",0
448.0028950440885,"First",0
402.2669073619953,"First",0
414.3638891943057,"First",1
370.9320544689005,"First",1
380.2282243774815,"First",0
485.9113141278048,"First",0
482.87460608252337,"First",0
406.24847478254236,"First",0
443.49018902460335,"First",1
440.06395813443504,"First",0
501.083831196594,"First",0
401.19815196298543,"First",0
393.50282112343353,"First",0
474.6345534269094,"First",0
495.0252493803772,"First",0
433.7205741033312,"First",0
428.36594039772865,"First",1
358.1326462149878,"First",1
478.5022955268251,"First",0
441.2332370263172,"First",0
392.22330459870346,"First",0
463.6987094792453,"First",0
397.2552435478624,"First",0
479.4569655791443,"First",0
694.5238065607797,"First",0
826.1880893176602,"First",0
734.1294349702163,"First",0
721.7766820205453,"First",0
842.9274102148071,"First",0
939.64448300937,"First",0
971.725326303765,"First",0
761.4432745346181,"First",0
767.551454313677,"First",0
647.9537901804166,"First",0
796.3009212917709,"First",0
594.0521662641466,"First",0
641.5185423385662,"First",0
613.5392230505588,"First",0
570.0398767745536,"First",0
634.0929789896264,"First",0
631.0456636384712,"First",0
614.2627333542448,"First",0
567.9405733341888,"First",0
630.9379876576266,"First",0
542.8259472063813,"First",0
634.4190313621591,"First",0
607.5276147210161,"First",0
641.271419363571,"First",0
612.8079191723427,"First",0
652.2587283212516,"First",0
647.6478534513312,"First",0
719.8567422517581,"First",0
713.7374182210036,"First",0
791.6068482786441,"First",0
646.3527339997793,"First",0
721.8310017577626,"First",0
644.9598364531473,"First",0
739.0388996441527,"First",0
1112.861144831558,"First",0
785.8058304823036,"First",0
693.1452148796644,"First",0
765.4219680802125,"First",0
749.5159894021307,"First",0
844.3732919821582,"First",0
669.5418754814792,"First",0
716.3219271304939,"First",0
592.7484998025791,"First",0
628.4319024387793,"First",0
643.3182729809647,"First",0
655.5304451710842,"First",0
585.7087567367922,"First",0
691.9671322723381,"First",0
675.2702888170334,"First",0
750.3156437924373,"First",0
587.9630095155521,"First",0
650.4195511875847,"First",0
669.2539812467343,"First",0
703.7629586321375,"First",0
632.1585861483163,"First",0
621.5458035625983,"First",0
752.3439600749994,"First",0
646.9616546332261,"First",0
581.7313310480913,"First",0
639.9486228815177,"First",0
666.3270587915073,"First",0
577.9306543090236,"First",0
648.4579279184933,"First",0
596.4640915427079,"First",0
1879.8473550635943,"First",0
645.1167559598001,"First",0
791.4977403241322,"First",0
670.1927762018174,"First",0
691.4211601933305,"First",0
700.4010490836818,"First",0
640.4314475191404,"First",0
637.6130032264023,"First",0
702.3546463822162,"First",0
689.8624119907582,"First",0
726.9367192803769,"First",0
580.3257047294247,"First",0
581.5427412959145,"First",0
818.5023689310422,"First",0
496.654631557508,"First",1
416.14478142799277,"First",0
429.6145695163283,"First",0
435.5162103852414,"First",0
386.29686214668436,"First",1
438.19492350414873,"First",1
413.6227170490657,"First",0
339.6457783298274,"First",1
329.7729349432268,"First",1
343.45313146791403,"First",1
338.36421652518453,"First",1
358.91401087599786,"First",1
385.04521005506484,"First",1
384.2270926641685,"First",1
373.38082321843416,"First",1
397.5752221219275,"First",0
357.5687041375161,"First",1
484.64449516642685,"First",1
354.8496150463447,"First",0
378.5788264047631,"First",1
324.99023620482626,"First",1
337.62758518565465,"First",1
284.51451290684565,"First",1
331.9476433192431,"First",1
391.2229893529658,"First",1
346.22076365952364,"First",1
356.27775782082506,"First",1
299.6325331461735,"First",1
364.43999701639603,"First",1
285.88251107525747,"First",1
321.1328573024475,"First",1
296.8202754700559,"First",1
373.049780529044,"First",1
450.1925898268209,"First",1
416.97669961318604,"First",1
335.07727240423543,"First",1
342.63508508544135,"First",1
529.9186228068926,"First",1
1220.9267820120206,"First",1
431.74768803063034,"First",1
335.56706847678976,"First",1
429.16879359798304,"First",1
494.8750916232003,"First",1
403.82420641753686,"First",1
460.477199124218,"First",1
398.77567058135264,"First",1
369.6094870694283,"First",1
375.22792160947256,"First",1
404.0393006357762,"First",1
438.6799312410608,"First",1
367.0513042722869,"First",1
400.118592128321,"First",1
552.3025533314618,"First",0
538.0602054948206,"First",0
402.58994068176753,"First",1
425.69613263487264,"First",1
517.9642956190066,"First",0
470.59536463540843,"First",0
465.9680055618325,"First",0
381.7879103101754,"First",0
498.48342988155366,"First",0
392.63826831472716,"First",0
387.97547602958116,"First",0
405.74503034678827,"First",0
415.6933500313217,"First",0
411.0804290582474,"First",0
400.3913860063958,"First",0
388.21249609762367,"First",0
414.29925663172884,"First",0
463.19427376871766,"First",0
412.4993857441185,"First",0
436.9442987772257,"First",0
473.44877000295264,"First",0
405.6564690427888,"First",0
398.49374502094514,"First",0
364.21279744119073,"First",0
491.2353569236806,"First",0
392.31776188669664,"First",0
383.89668154064765,"First",0
393.4741400422856,"First",0
462.536165087394,"First",0
377.1571662736229,"First",1
448.4272832123476,"First",0
357.26146045639365,"First",1
355.93002000392045,"First",1
501.13906597575243,"First",0
471.739670185722,"First",0
383.9402277539295,"First",0
430.2143411915528,"First",0
368.79987171486056,"First",0
368.88825574572365,"First",1
393.257964028004,"First",0
377.8220620033457,"First",0
451.986876644016,"First",0
380.7824468123162,"First",0
336.3779925526776,"First",1
404.7416385179062,"First",1
402.48945692955533,"First",0
428.31147134357553,"First",0
399.24188347817324,"First",0
468.2188803875401,"First",0
382.2561517499407,"First",0
488.31836032092406,"First",0
487.42647867765936,"First",0
406.25978516648837,"First",1
405.1310912413153,"First",0
352.88004682305666,"First",0
357.65525708071243,"First",0
366.03452378336584,"First",0
440.37618181741936,"First",0
469.23331820894,"First",0
424.4190712638991,"First",0
1466.293797341317,"First",1
341.52625545617735,"First",1
362.45331957501816,"First",1
349.53111485403696,"First",1
384.5643359842067,"First",0
686.3886207036446,"First",0
462.12971445059003,"First",0
392.75148285495317,"First",0
354.10135535920716,"First",0
415.6197161821755,"First",0
361.6699006325547,"First",1
348.1662475209339,"First",1
412.52709671547666,"First",0
409.30615738115677,"First",0
436.3672900777741,"First",0
377.75683210854584,"First",0
410.9829194585086,"First",0
339.15296435836063,"First",1
458.5360681052212,"First",0
872.4676356831116,"First",0
854.1826542904778,"First",0
713.580211945309,"First",0
901.4122820752859,"First",0
1039.9602820822088,"First",0
927.8286637068657,"First",0
930.3753623231148,"First",0
881.6591381275822,"First",0
927.5340527328827,"First",0
947.3727115900517,"First",0
792.3279507067383,"First",0
1019.4566851314813,"First",0
1036.3884429033928,"First",0
813.5409798622612,"First",0
830.7564213500012,"First",0
801.8624021337598,"First",0
992.2624681907814,"First",0
851.3207500812817,"First",0
1063.9701234728618,"First",0
698.8015582557938,"First",0
783.5960524030463,"First",0
1049.2013302117557,"First",0
780.9373387927803,"First",0
706.7433233120122,"First",0
931.0265900079713,"First",0
986.626968102284,"First",0
911.9769431151017,"First",0
1096.3596481489303,"First",0
925.2955904752993,"First",0
813.3042923998149,"First",0
911.616609095379,"First",0
876.3512603513964,"First",0
961.1799833900587,"First",0
1116.0504748709204,"First",0
756.3655166916237,"First",0
919.9437508039418,"First",0
782.7573438285398,"First",0
703.0450183637328,"First",0
796.289835685114,"First",0
838.4977576214314,"First",0
882.6865525363356,"First",0
884.6578238110577,"First",0
863.5012708738092,"First",0
930.1647408847588,"First",0
886.180078601574,"First",0
1104.569835088091,"First",0
791.7374709328794,"First",0
1069.5688948757545,"First",0
827.9660716003066,"First",0
970.2686712809012,"First",0
759.3181664351786,"First",0
761.0441699483881,"First",0
861.464178840913,"First",0
498.527315819626,"First",0
513.4908962216606,"First",0
591.4626162577405,"First",0
543.1912977511778,"First",0
447.31566414221834,"First",0
545.8089990228593,"First",0
596.6514326678071,"First",0
505.3447997559072,"First",0
607.1400878795695,"First",0
566.0006180407718,"First",0
594.2741294731379,"First",0
569.5204105321441,"First",0
573.5095305262357,"First",0
571.9199453481424,"First",0
526.2274418850428,"First",0
410.25215461469634,"First",0
486.50663549416197,"First",0
462.5635360354131,"First",0
483.1121265242352,"First",0
559.6157616789893,"First",0
431.3863171890247,"First",0
484.3304627805593,"First",0
571.3419620468889,"First",0
569.2935459022938,"First",0
543.6540308449345,"First",0
582.4926067183852,"First",0
586.5931464517176,"First",0
529.370714335844,"First",0
443.86917255105203,"First",0
405.70805314155785,"First",0
474.593214735574,"First",0
554.9361438678084,"First",0
595.2545676651105,"First",0
468.64844931196274,"First",0
542.1932715108052,"First",0
472.6341038476422,"First",0
518.8509916921323,"First",0
571.8346511575194,"First",0
543.9576902983318,"First",0
546.7019940897851,"First",0
432.03438339538354,"First",1
495.03862765724585,"First",0
514.5378852496005,"First",0
452.6682399519835,"First",0
518.6233628649077,"First",0
473.2894092367522,"First",1
615.5527134663066,"First",0
456.5036723744707,"First",0
576.209278988527,"First",0
463.91645005868935,"First",0
469.18941598683267,"First",0
501.9915879542096,"First",0
487.76137736483537,"First",0
444.55748375842967,"First",0
482.95249829058184,"First",0
472.30099902952065,"First",0
510.255662067953,"First",0
558.2185022015067,"First",0
542.0555551877534,"First",0
510.1814052061496,"First",0
503.2473441443324,"First",0
653.9124575038506,"First",0
528.9014014712274,"First",0
580.0704528293948,"First",0
510.4635789911941,"First",0
521.0993250029658,"First",0
583.1523096125015,"First",0
489.96457775804186,"First",0
456.1890764259552,"First",0
447.8050558826767,"First",0
629.2956493998139,"First",0
365.8341209344523,"First",1
341.3975294536583,"First",1
311.89431240328474,"First",1
348.21822479130265,"First",1
284.85377372984385,"First",1
321.7642765568008,"First",1
316.48110449133117,"First",1
314.5135218208452,"First",1
361.900398135538,"First",1
299.7503938752122,"First",1
326.90336999223035,"First",1
298.5707336335496,"First",1
326.7442956624499,"First",1
333.6837956408072,"First",1
328.78874690955985,"First",1
366.1201495280202,"First",1
367.7811542669746,"First",1
321.7059007346548,"First",1
363.0331809698435,"First",1
344.170670487502,"First",1
449.2561258208714,"First",0
591.4306740739061,"First",0
544.579238139249,"First",0
731.3776102033131,"First",0
495.6895546367373,"First",0
3131.41397567341,"First",0
729.0659132761107,"First",0
667.6505051997482,"First",0
649.4094325870817,"First",0
474.4559164468357,"First",0
461.89300136063287,"First",0
443.09335020321373,"First",0
483.8530556822564,"First",0
521.2793951052862,"First",0
490.32640171729673,"First",0
592.2192072490285,"First",0
469.6142875080812,"First",0
464.86720172304183,"First",0
423.1030574939692,"First",0
461.49430236117087,"First",0
484.38958697022554,"First",0
424.0809241308976,"First",0
420.6258940601989,"First",0
436.13556458279726,"First",0
582.7070794105482,"First",0
697.6243644045493,"First",0
780.3853361531714,"First",0
449.03042122322404,"First",0
636.4438077218781,"First",0
777.1022857866237,"First",0
522.5773838072118,"First",0
510.93070362689934,"First",0
451.7903667870778,"First",0
528.2415917126687,"First",0
619.9383243491418,"First",0
671.0760683123958,"First",0
1247.5511415341502,"First",0
614.2024215455205,"First",0
655.8903903929672,"First",0
493.7102778195038,"First",0
612.2715349089981,"First",0
603.3720119779856,"First",0
530.942623780339,"First",0
563.3294552879042,"First",0
661.7959885427757,"First",0
506.10189783755027,"First",0
754.6278323725757,"First",0
522.5165999000103,"First",0
701.1553219600652,"First",0
607.2726466355717,"First",0
703.9807425703685,"First",0
621.5741258940583,"First",0
528.4432259592894,"First",0
572.2945515384928,"First",0
491.602456720659,"First",0
504.18588899474037,"First",0
604.0494517522592,"First",0
528.686910848502,"First",0
562.1546059921964,"First",0
554.5183715429857,"First",0
582.2049585064624,"First",0
531.373121884785,"First",0
675.6879085816057,"First",0
545.7438129110986,"First",0
684.266394908697,"First",0
614.2302551248937,"First",0
844.185178471716,"First",0
658.4976356752586,"First",0
706.4172510415136,"First",0
673.6256074327763,"First",0
469.19920649496544,"First",0
558.1117892197245,"First",0
568.6091149562762,"First",0
468.79296866496134,"First",0
602.7151600585105,"First",0
496.3661629042344,"First",0
567.1847261101926,"First",0
580.3634219257425,"First",0
440.546234542154,"First",0
571.1624606625811,"First",0
637.7726395631902,"First",0
684.0881125504527,"First",0
717.3852570600635,"First",0
490.4861705657185,"First",0
594.5828317521846,"First",0
453.60969319431376,"First",0
550.501856298509,"First",0
575.4046683533797,"First",0
579.2477767444,"First",0
544.7117108842891,"First",0
560.7122111748331,"First",0
525.1094372704591,"First",0
521.527449984507,"First",0
539.0088225759455,"25%",1
470.7470058773346,"25%",1
466.09180631080335,"25%",1
461.4370069070135,"25%",1
669.0744403047272,"25%",0
818.3016188769222,"25%",0
618.0899484788328,"25%",0
702.1212347142,"25%",0
619.7255883356338,"25%",0
736.5765289842727,"25%",0
757.0178308722279,"25%",0
554.7842682803221,"25%",0
629.7425857918024,"25%",0
639.8171670891829,"25%",0
536.463292853405,"25%",0
776.1492917229872,"25%",0
747.5936842004671,"25%",0
1653.485281738683,"25%",0
671.5569879238368,"25%",0
850.8809923369222,"25%",0
708.0894288878267,"25%",0
820.745010829561,"25%",0
622.4536230516949,"25%",0
728.0090157466235,"25%",0
803.7388859479457,"25%",0
774.9332723280327,"25%",0
618.6547102026952,"25%",0
733.2321288133337,"25%",0
759.8744577219528,"25%",0
654.5767916765374,"25%",0
700.9398814191936,"25%",0
647.0237828689501,"25%",0
843.2384501830646,"25%",0
843.6088806002082,"25%",0
645.228209882695,"25%",0
641.4397302891635,"25%",0
854.4103721246338,"25%",0
758.4337699084575,"25%",0
753.4223409916963,"25%",0
706.7955408333713,"25%",0
655.3919631856834,"25%",0
629.3160178548635,"25%",0
658.9747634095228,"25%",0
650.3612894507668,"25%",0
713.0484177501112,"25%",0
677.1035201604634,"25%",0
814.2039888127953,"25%",0
804.3737490898511,"25%",0
956.1795580249968,"25%",0
706.7517361784655,"25%",0
605.9599853543499,"25%",0
619.291741833802,"25%",0
698.2800684510736,"25%",0
666.6319655046971,"25%",0
826.6319178783248,"25%",0
640.6131837886235,"25%",0
591.3219908802766,"25%",0
886.455188620993,"25%",0
892.6986076195558,"25%",0
815.6586932629051,"25%",0
682.7496563585232,"25%",0
829.9564023130338,"25%",0
829.666719798013,"25%",0
1838.590046911663,"25%",0
946.0560624220875,"25%",0
759.1066008814711,"25%",0
654.0779524560791,"25%",0
772.5054586248598,"25%",0
596.1424817702814,"25%",0
800.451009444849,"25%",0
779.6145981978935,"25%",0
795.3810371542505,"25%",0
717.6788954936078,"25%",0
753.7650872644596,"25%",0
899.7698143536383,"25%",0
927.108694012785,"25%",0
730.4829162764257,"25%",0
838.2200540376923,"25%",0
921.2344219429532,"25%",0
657.4808783763733,"25%",0
923.9480683955983,"25%",0
836.2635824602373,"25%",0
707.3947669299703,"25%",0
621.5660590259383,"25%",0
922.7930904253508,"25%",0
719.5817833576355,"25%",0
614.2809092447416,"25%",0
664.0759589909442,"25%",0
682.5084863551955,"25%",0
804.6296234309465,"25%",0
838.13630507817,"25%",0
706.5915882755447,"25%",0
668.0963088126002,"25%",0
813.2884967850683,"25%",0
896.3600526759794,"25%",0
622.7775107449289,"25%",0
693.2251593032855,"25%",0
718.7228210512762,"25%",0
662.9878461486219,"25%",0
676.1931928943449,"25%",0
821.8417335207903,"25%",0
666.3836231445563,"25%",0
719.3133846677388,"25%",0
904.611468268582,"25%",0
684.0049084144027,"25%",0
570.7609410105679,"25%",0
639.7092467851606,"25%",0
732.3182637451292,"25%",0
615.4372556185913,"25%",0
797.2176767276318,"25%",0
994.0486934827678,"25%",0
701.894996625369,"25%",0
611.1301055872045,"25%",0
685.1253291593189,"25%",0
620.3945437367953,"25%",0
837.6544722881165,"25%",0
590.5857211851933,"25%",0
710.5650653105985,"25%",0
628.5991269652337,"25%",0
756.3582415652505,"25%",0
1100.9851855372942,"25%",0
655.7366016568433,"25%",0
738.8538097288048,"25%",0
757.5065523452793,"25%",0
765.2985736983653,"25%",0
678.4886653882622,"25%",0
732.4276086432684,"25%",0
605.9152820024179,"25%",0
637.2188640433101,"25%",0
581.4138450676453,"25%",0
597.3617596397676,"25%",0
575.2222883991017,"25%",0
709.7701311662104,"25%",0
853.3096645744317,"25%",0
8865.948412686843,"25%",0
624.9533776012306,"25%",0
757.0693606392167,"25%",0
894.0035524992352,"25%",0
626.5632023278172,"25%",0
723.0218672862651,"25%",0
743.4800208113278,"25%",0
618.9812887590463,"25%",0
728.0408024609522,"25%",0
636.6087857179821,"25%",0
659.9297572597224,"25%",0
872.9480745028399,"25%",0
681.2008060329757,"25%",0
631.9614858521777,"25%",0
628.9687548328037,"25%",0
556.1498881418627,"25%",0
537.5748887311813,"25%",0
529.4296187310232,"25%",0
633.9952891424585,"25%",0
651.2404545851197,"25%",0
765.264930538644,"25%",0
710.3069761852557,"25%",0
679.9262397508516,"25%",0
562.0044568010992,"25%",0
628.3767905987713,"25%",0
748.2963655503675,"25%",0
684.3261329095827,"25%",0
608.5988546739039,"25%",0
709.218968157088,"25%",0
638.1012559616554,"25%",0
567.2447700679239,"25%",0
551.1386051086466,"25%",0
562.9767410308698,"25%",0
514.8274740916486,"25%",0
631.7452443734611,"25%",0
663.0032966840421,"25%",0
611.3303477088477,"25%",0
560.1850118541558,"25%",0
686.5810050774992,"25%",0
619.7656184547541,"25%",0
547.8569628035493,"25%",0
706.7669988749875,"25%",0
600.6422760940969,"25%",0
967.3621169404818,"25%",0
631.4644922633386,"25%",0
623.2746027934998,"25%",0
526.3841662096179,"25%",0
571.4306785558231,"25%",0
627.8908889553867,"25%",0
776.9838354601293,"25%",0
579.8040773540312,"25%",0
635.2370744813878,"25%",0
755.9714271711824,"25%",0
584.8381178493759,"25%",0
1155.724649475032,"25%",0
721.2951973375102,"25%",0
559.1074139656446,"25%",0
650.3353727134675,"25%",0
608.6825243976992,"25%",0
643.3787710197672,"25%",0
629.3808401235405,"25%",0
770.4427257224543,"25%",0
636.6563188600278,"25%",0
569.0279764587116,"25%",0
787.9053535312997,"25%",0
742.5470984952631,"25%",0
719.6777779674893,"25%",0
759.8135825647961,"25%",0
664.6201659741921,"25%",0
796.897110890249,"25%",0
582.3883739329916,"25%",0
654.7328596869284,"25%",0
737.9947784058072,"25%",0
797.8520076328674,"25%",0
688.5969954313223,"25%",0
588.1962663177516,"25%",0
657.7512635772182,"25%",0
576.6608899453963,"25%",0
1786.72582222736,"25%",0
621.4548454685479,"25%",0
636.5521999947442,"25%",0
634.8693497129714,"25%",0
750.8511659740562,"25%",0
839.6183164488251,"25%",0
763.8852166627972,"25%",0
643.6289187607289,"25%",0
801.4397932815212,"25%",0
581.5832130443064,"25%",0
662.5327397843922,"25%",0
587.2624386736708,"25%",0
610.0913991797884,"25%",0
628.791131908254,"25%",0
731.9878733239392,"25%",0
689.1501181131482,"25%",0
850.5851186260547,"25%",0
672.3760545451421,"25%",0
958.7057148461727,"25%",0
1088.7027391281038,"25%",0
930.2902563916592,"25%",0
389.74819921288184,"25%",1
351.6977642500445,"25%",1
399.12688513662437,"25%",1
375.70245968146315,"25%",1
377.4948927466757,"25%",1
381.2594563763158,"25%",1
391.7462885016149,"25%",1
